,full_name,link,phone
1313,Axe Plus 2,http://www.gsmarena.com/plum_axe_plus_2-8112.php,Plum
1314,Optimax 10,http://www.gsmarena.com/plum_optimax_10-8089.php,Plum
1315,Optimax 8.0,http://www.gsmarena.com/plum_optimax_8_0-8088.php,Plum
1316,Optimax 7.0,http://www.gsmarena.com/plum_optimax_7_0-8087.php,Plum
1317,Ram 4,http://www.gsmarena.com/plum_ram_4-8042.php,Plum
1318,Star,http://www.gsmarena.com/plum_star-8041.php,Plum
1319,Might Plus II,http://www.gsmarena.com/plum_might_plus_ii-7991.php,Plum
1320,Axe LTE,http://www.gsmarena.com/plum_axe_lte-7798.php,Plum
1321,Check LTE,http://www.gsmarena.com/plum_check_lte-7797.php,Plum
1322,Boot 2,http://www.gsmarena.com/plum_boot_2-7796.php,Plum
1323,Ram 3G,http://www.gsmarena.com/plum_ram_3g-7795.php,Plum
1324,Sync 4.0b,http://www.gsmarena.com/plum_sync_4_0b-7435.php,Plum
1325,Gator Plus II,http://www.gsmarena.com/plum_gator_plus_ii-7434.php,Plum
1326,Ram Plus,http://www.gsmarena.com/plum_ram_plus-7433.php,Plum
1327,Coach Pro,http://www.gsmarena.com/plum_coach_pro-7012.php,Plum
1328,Trigger Plus III,http://www.gsmarena.com/plum_trigger_plus_iii-7011.php,Plum
1329,Might LTE,http://www.gsmarena.com/plum_might_lte-6755.php,Plum
1330,Sync 5.0,http://www.gsmarena.com/plum_sync_5_0-6616.php,Plum
1331,Sync 4.0,http://www.gsmarena.com/plum_sync_4_0-6615.php,Plum
1332,Sync 3.5,http://www.gsmarena.com/plum_sync_3_5-6614.php,Plum
1333,Might Pro,http://www.gsmarena.com/plum_might_pro-6613.php,Plum
1334,Coach Plus II,http://www.gsmarena.com/plum_coach_plus_ii-6612.php,Plum
1335,Link Plus,http://www.gsmarena.com/plum_link_plus-6617.php,Plum
1336,Trigger Plus,http://www.gsmarena.com/plum_trigger_plus-6533.php,Plum
1337,Galaxy S Light Luxury,http://www.gsmarena.com/samsung_galaxy_s_light_luxury-9202.php,Samsung
1338,Galaxy J8,http://www.gsmarena.com/samsung_galaxy_j8-9205.php,Samsung
1339,Galaxy J6,http://www.gsmarena.com/samsung_galaxy_j6-9203.php,Samsung
1340,Galaxy J4,http://www.gsmarena.com/samsung_galaxy_j4-9204.php,Samsung
1341,Galaxy A6+ (2018),http://www.gsmarena.com/samsung_galaxy_a6+_(2018)-9156.php,Samsung
1342,Galaxy A6 (2018),http://www.gsmarena.com/samsung_galaxy_a6_(2018)-9155.php,Samsung
1343,Galaxy J7 Duo,http://www.gsmarena.com/samsung_galaxy_j7_duo-9153.php,Samsung
1344,Galaxy J7 Prime 2,http://www.gsmarena.com/samsung_galaxy_j7_prime_2-9135.php,Samsung
1345,Galaxy S9+,http://www.gsmarena.com/samsung_galaxy_s9+-8967.php,Samsung
1346,Galaxy S9,http://www.gsmarena.com/samsung_galaxy_s9-8966.php,Samsung
1347,Galaxy J2 Pro (2018),http://www.gsmarena.com/samsung_galaxy_j2_pro_(2018)-8904.php,Samsung
1348,Galaxy A8+ (2018),http://www.gsmarena.com/samsung_galaxy_a8+_(2018)-8790.php,Samsung
1349,Galaxy A8 (2018),http://www.gsmarena.com/samsung_galaxy_a8_(2018)-8886.php,Samsung
1350,Galaxy J2 (2017),http://www.gsmarena.com/samsung_galaxy_j2_(2017)-8900.php,Samsung
1351,Galaxy Tab Active 2,http://www.gsmarena.com/samsung_galaxy_tab_active_2-8897.php,Samsung
1352,Galaxy Tab A 8.0 (2017),http://www.gsmarena.com/samsung_galaxy_tab_a_8_0_(2017)-8725.php,Samsung
1353,Galaxy C7 (2017),http://www.gsmarena.com/samsung_galaxy_c7_(2017)-8789.php,Samsung
1354,Gear Sport,http://www.gsmarena.com/samsung_gear_sport-8839.php,Samsung
1355,Galaxy Note8,http://www.gsmarena.com/samsung_galaxy_note8-8505.php,Samsung
1356,Galaxy S8 Active,http://www.gsmarena.com/samsung_galaxy_s8_active-8676.php,Samsung
1357,Galaxy J7 V,http://www.gsmarena.com/samsung_galaxy_j7_v-8778.php,Samsung
1358,Galaxy Note FE,http://www.gsmarena.com/samsung_galaxy_note_fe-8683.php,Samsung
1359,Galaxy J7 Max,http://www.gsmarena.com/samsung_galaxy_j7_max-8684.php,Samsung
1360,Galaxy J7 Pro,http://www.gsmarena.com/samsung_galaxy_j7_pro-8561.php,Samsung
1361,Galaxy J7 (2017),http://www.gsmarena.com/samsung_galaxy_j7_(2017)-8675.php,Samsung
1362,Galaxy J5 (2017),http://www.gsmarena.com/samsung_galaxy_j5_(2017)-8705.php,Samsung
1363,Galaxy J3 (2017),http://www.gsmarena.com/samsung_galaxy_j3_(2017)-8438.php,Samsung
1364,Z4,http://www.gsmarena.com/samsung_z4-8682.php,Samsung
1365,Galaxy S8,http://www.gsmarena.com/samsung_galaxy_s8-8161.php,Samsung
1366,Galaxy S8+,http://www.gsmarena.com/samsung_galaxy_s8+-8523.php,Samsung
1367,Gear S3 classic LTE,http://www.gsmarena.com/samsung_gear_s3_classic_lte-8627.php,Samsung
1368,Galaxy C5 Pro,http://www.gsmarena.com/samsung_galaxy_c5_pro-8437.php,Samsung
1369,Galaxy Xcover 4,http://www.gsmarena.com/samsung_galaxy_xcover_4-8577.php,Samsung
1370,Galaxy Tab S3 9.7,http://www.gsmarena.com/samsung_galaxy_tab_s3_9_7-8554.php,Samsung
1371,Galaxy J1 mini prime,http://www.gsmarena.com/samsung_galaxy_j1_mini_prime-8397.php,Samsung
1372,Galaxy J3 Emerge,http://www.gsmarena.com/samsung_galaxy_j3_emerge-8486.php,Samsung
1373,Galaxy C7 Pro,http://www.gsmarena.com/samsung_galaxy_c7_pro-8435.php,Samsung
1374,Galaxy A7 (2017),http://www.gsmarena.com/samsung_galaxy_a7_(2017)-8335.php,Samsung
1375,Galaxy A5 (2017),http://www.gsmarena.com/samsung_galaxy_a5_(2017)-8494.php,Samsung
1376,Galaxy A3 (2017),http://www.gsmarena.com/samsung_galaxy_a3_(2017)-8336.php,Samsung
1377,Galaxy Grand Prime Plus,http://www.gsmarena.com/samsung_galaxy_grand_prime_plus-8385.php,Samsung
1378,Galaxy J2 Prime,http://www.gsmarena.com/samsung_galaxy_j2_prime-8424.php,Samsung
1379,Galaxy C9 Pro,http://www.gsmarena.com/samsung_galaxy_c9_pro-8347.php,Samsung
1380,Galaxy C10,http://www.gsmarena.com/samsung_galaxy_c10-8718.php,Samsung
1381,Galaxy A8 (2016),http://www.gsmarena.com/samsung_galaxy_a8_(2016)-7801.php,Samsung
1382,Galaxy On8,http://www.gsmarena.com/samsung_galaxy_on8-8367.php,Samsung
1383,Galaxy On7 (2016),http://www.gsmarena.com/samsung_galaxy_on7_(2016)-8265.php,Samsung
1384,Gear S3 classic,http://www.gsmarena.com/samsung_gear_s3_classic-8309.php,Samsung
1385,Gear S3 frontier,http://www.gsmarena.com/samsung_gear_s3_frontier-8308.php,Samsung
1386,Gear S3 frontier LTE,http://www.gsmarena.com/samsung_gear_s3_frontier_lte-8307.php,Samsung
1387,Galaxy J5 Prime,http://www.gsmarena.com/samsung_galaxy_j5_prime-8342.php,Samsung
1388,Galaxy J7 Prime,http://www.gsmarena.com/samsung_galaxy_j7_prime-8314.php,Samsung
1389,Z2,http://www.gsmarena.com/samsung_z2-8288.php,Samsung
1390,Galaxy Note7 (USA),http://www.gsmarena.com/samsung_galaxy_note7_(usa)-8242.php,Samsung
1391,Galaxy Note7,http://www.gsmarena.com/samsung_galaxy_note7-8082.php,Samsung
1392,Galaxy On7 Pro,http://www.gsmarena.com/samsung_galaxy_on7_pro-8140.php,Samsung
1393,Galaxy On5 Pro,http://www.gsmarena.com/samsung_galaxy_on5_pro-8192.php,Samsung
1394,Galaxy Tab J,http://www.gsmarena.com/samsung_galaxy_tab_j-8227.php,Samsung
1395,Galaxy J Max,http://www.gsmarena.com/samsung_galaxy_j_max-8186.php,Samsung
1396,Galaxy J2 Pro (2016),http://www.gsmarena.com/samsung_galaxy_j2_pro_(2016)-8228.php,Samsung
1397,Galaxy J2 (2016),http://www.gsmarena.com/samsung_galaxy_j2_(2016)-8083.php,Samsung
1398,Z3 Corporate Edition,http://www.gsmarena.com/samsung_z3_corporate_edition-8170.php,Samsung
1399,Galaxy Xcover 3 G389F,http://www.gsmarena.com/samsung_galaxy_xcover_3_g389f-8455.php,Samsung
1400,Galaxy S7 active,http://www.gsmarena.com/samsung_galaxy_s7_active-8004.php,Samsung
1401,Galaxy J3 Pro,http://www.gsmarena.com/samsung_galaxy_j3_pro-8126.php,Samsung
1402,Galaxy C7,http://www.gsmarena.com/samsung_galaxy_c7-8046.php,Samsung
1403,Galaxy C5,http://www.gsmarena.com/samsung_galaxy_c5-8047.php,Samsung
1404,Galaxy A9 Pro (2016),http://www.gsmarena.com/samsung_galaxy_a9_pro_(2016)-7903.php,Samsung
1405,Galaxy J7 (2016),http://www.gsmarena.com/samsung_galaxy_j7_(2016)-7870.php,Samsung
1406,Galaxy J5 (2016),http://www.gsmarena.com/samsung_galaxy_j5_(2016)-7869.php,Samsung
1407,Galaxy Tab A 10.1 (2016),http://www.gsmarena.com/samsung_galaxy_tab_a_10_1_(2016)-8090.php,Samsung
1408,Galaxy Tab A 7.0 (2016),http://www.gsmarena.com/samsung_galaxy_tab_a_7_0_(2016)-7880.php,Samsung
1409,Galaxy S7,http://www.gsmarena.com/samsung_galaxy_s7-7821.php,Samsung
1410,Galaxy S7 edge,http://www.gsmarena.com/samsung_galaxy_s7_edge-7945.php,Samsung
1411,Galaxy S7 edge (USA),http://www.gsmarena.com/samsung_galaxy_s7_edge_(usa)-7961.php,Samsung
1412,Galaxy S7 (USA),http://www.gsmarena.com/samsung_galaxy_s7_(usa)-7960.php,Samsung
1413,Galaxy J1 Nxt,http://www.gsmarena.com/samsung_galaxy_j1_nxt-7768.php,Samsung
1414,Gear S2 classic 3G,http://www.gsmarena.com/samsung_gear_s2_classic_3g-7934.php,Samsung
1415,Galaxy Tab E 8.0,http://www.gsmarena.com/samsung_galaxy_tab_e_8_0-7879.php,Samsung
1416,Galaxy J1 (2016),http://www.gsmarena.com/samsung_galaxy_j1_(2016)-7864.php,Samsung
1417,Galaxy A9 (2016),http://www.gsmarena.com/samsung_galaxy_a9_(2016)-7641.php,Samsung
1418,Galaxy A7 (2016),http://www.gsmarena.com/samsung_galaxy_a7_(2016)-7759.php,Samsung
1419,Galaxy A5 (2016),http://www.gsmarena.com/samsung_galaxy_a5_(2016)-7789.php,Samsung
1420,Galaxy A3 (2016),http://www.gsmarena.com/samsung_galaxy_a3_(2016)-7791.php,Samsung
1421,Galaxy Express Prime,http://www.gsmarena.com/samsung_galaxy_express_prime-8022.php,Samsung
1422,iPad 9.7 (2018),http://www.gsmarena.com/apple_ipad_9_7_(2018)-9142.php,Apple
1423,iPhone X,http://www.gsmarena.com/apple_iphone_x-8858.php,Apple
1424,iPhone 8 Plus,http://www.gsmarena.com/apple_iphone_8_plus-8131.php,Apple
1425,iPhone 8,http://www.gsmarena.com/apple_iphone_8-8573.php,Apple
1426,Watch Edition Series 3,http://www.gsmarena.com/apple_watch_edition_series_3-8861.php,Apple
1427,Watch Series 3,http://www.gsmarena.com/apple_watch_series_3-8860.php,Apple
1428,Watch Series 3 Aluminum,http://www.gsmarena.com/apple_watch_series_3_aluminum-8859.php,Apple
1429,iPad Pro 12.9 (2017),http://www.gsmarena.com/apple_ipad_pro_12_9_(2017)-8717.php,Apple
1430,iPad Pro 10.5 (2017),http://www.gsmarena.com/apple_ipad_pro_10_5_(2017)-8716.php,Apple
1431,iPad 9.7 (2017),http://www.gsmarena.com/apple_ipad_9_7_(2017)-8620.php,Apple
1432,Watch Edition Series 2 42mm,http://www.gsmarena.com/apple_watch_edition_series_2_42mm-8331.php,Apple
1433,Watch Series 2 42mm,http://www.gsmarena.com/apple_watch_series_2_42mm-8329.php,Apple
1434,Watch Edition Series 2 38mm,http://www.gsmarena.com/apple_watch_edition_series_2_38mm-8332.php,Apple
1435,Watch Series 2 38mm,http://www.gsmarena.com/apple_watch_series_2_38mm-8330.php,Apple
1436,Watch Series 2 Aluminum 42mm,http://www.gsmarena.com/apple_watch_series_2_aluminum_42mm-8328.php,Apple
1437,Watch Series 1 Aluminum 42mm,http://www.gsmarena.com/apple_watch_series_1_aluminum_42mm-8334.php,Apple
1438,Watch Series 2 Aluminum 38mm,http://www.gsmarena.com/apple_watch_series_2_aluminum_38mm-8327.php,Apple
1439,Watch Series 1 Aluminum 38mm,http://www.gsmarena.com/apple_watch_series_1_aluminum_38mm-8333.php,Apple
1440,iPhone 7 Plus,http://www.gsmarena.com/apple_iphone_7_plus-8065.php,Apple
1441,iPhone 7,http://www.gsmarena.com/apple_iphone_7-8064.php,Apple
1442,iPad Pro 9.7 (2016),http://www.gsmarena.com/apple_ipad_pro_9_7_(2016)-7984.php,Apple
1443,iPhone SE,http://www.gsmarena.com/apple_iphone_se-7969.php,Apple
1444,iPhone 6s Plus,http://www.gsmarena.com/apple_iphone_6s_plus-7243.php,Apple
1445,iPhone 6s,http://www.gsmarena.com/apple_iphone_6s-7242.php,Apple
1446,iPad Pro 12.9 (2015),http://www.gsmarena.com/apple_ipad_pro_12_9_(2015)-7562.php,Apple
1447,iPad mini 4,http://www.gsmarena.com/apple_ipad_mini_4-7561.php,Apple
1448,Watch Edition 42mm (1st gen),http://www.gsmarena.com/apple_watch_edition_42mm_(1st_gen)-7698.php,Apple
1449,Watch Edition 38mm (1st gen),http://www.gsmarena.com/apple_watch_edition_38mm_(1st_gen)-7697.php,Apple
1450,Watch 42mm (1st gen),http://www.gsmarena.com/apple_watch_42mm_(1st_gen)-7696.php,Apple
1451,Watch 38mm (1st gen),http://www.gsmarena.com/apple_watch_38mm_(1st_gen)-7695.php,Apple
1452,Watch Sport 42mm (1st gen),http://www.gsmarena.com/apple_watch_sport_42mm_(1st_gen)-7694.php,Apple
1453,Watch Sport 38mm (1st gen),http://www.gsmarena.com/apple_watch_sport_38mm_(1st_gen)-7693.php,Apple
1454,iPad Air 2,http://www.gsmarena.com/apple_ipad_air_2-6742.php,Apple
1455,iPad mini 3,http://www.gsmarena.com/apple_ipad_mini_3-6741.php,Apple
1456,iPhone 6 Plus,http://www.gsmarena.com/apple_iphone_6_plus-6665.php,Apple
1457,iPhone 6,http://www.gsmarena.com/apple_iphone_6-6378.php,Apple
1458,iPad Air,http://www.gsmarena.com/apple_ipad_air-5797.php,Apple
1459,iPad mini 2,http://www.gsmarena.com/apple_ipad_mini_2-5735.php,Apple
1460,iPhone 5s,http://www.gsmarena.com/apple_iphone_5s-5685.php,Apple
1461,iPhone 5c,http://www.gsmarena.com/apple_iphone_5c-5690.php,Apple
1462,X6,http://www.gsmarena.com/nokia_x6-9178.php,Nokia
1463,8110 4G,http://www.gsmarena.com/nokia_8110_4g-9089.php,Nokia
1464,8 Sirocco,http://www.gsmarena.com/nokia_8_sirocco-9087.php,Nokia
1465,7 plus,http://www.gsmarena.com/nokia_7_plus-9058.php,Nokia
1466,6 (2018),http://www.gsmarena.com/nokia_6_(2018)-8972.php,Nokia
1467,1,http://www.gsmarena.com/nokia_1-9052.php,Nokia
1468,3310 4G,http://www.gsmarena.com/nokia_3310_4g-9046.php,Nokia
1469,2,http://www.gsmarena.com/nokia_2-8513.php,Nokia
1470,7,http://www.gsmarena.com/nokia_7-8907.php,Nokia
1471,3310 3G,http://www.gsmarena.com/nokia_3310_3g-8876.php,Nokia
1472,8,http://www.gsmarena.com/nokia_8-8522.php,Nokia
1473,105 (2017),http://www.gsmarena.com/nokia_105_(2017)-8770.php,Nokia
1474,130 (2017),http://www.gsmarena.com/nokia_130_(2017)-8769.php,Nokia
1475,3,http://www.gsmarena.com/nokia_3-8572.php,Nokia
1476,5,http://www.gsmarena.com/nokia_5-8571.php,Nokia
1477,6,http://www.gsmarena.com/nokia_6-6885.php,Nokia
1478,3310 (2017),http://www.gsmarena.com/nokia_3310_(2017)-8597.php,Nokia
1479,150,http://www.gsmarena.com/nokia_150-8475.php,Nokia
1480,216,http://www.gsmarena.com/nokia_216-8343.php,Nokia
1481,230 Dual SIM,http://www.gsmarena.com/nokia_230_dual_sim-7772.php,Nokia
1482,230,http://www.gsmarena.com/nokia_230-7771.php,Nokia
1483,222 Dual SIM,http://www.gsmarena.com/nokia_222_dual_sim-7517.php,Nokia
1484,222,http://www.gsmarena.com/nokia_222-7516.php,Nokia
1485,105 Dual SIM (2015),http://www.gsmarena.com/nokia_105_dual_sim_(2015)-7272.php,Nokia
1486,105 (2015),http://www.gsmarena.com/nokia_105_(2015)-7271.php,Nokia
1487,215,http://www.gsmarena.com/nokia_215-6910.php,Nokia
1488,215 Dual SIM,http://www.gsmarena.com/nokia_215_dual_sim-6911.php,Nokia
1489,Lumia 638,http://www.gsmarena.com/nokia_lumia_638-6877.php,Nokia
1490,N1,http://www.gsmarena.com/nokia_n1-6814.php,Nokia
1491,Lumia 730 Dual SIM,http://www.gsmarena.com/nokia_lumia_730_dual_sim-6640.php,Nokia
1492,Lumia 735,http://www.gsmarena.com/nokia_lumia_735-6639.php,Nokia
1493,Lumia 830,http://www.gsmarena.com/nokia_lumia_830-6638.php,Nokia
1494,130 Dual SIM,http://www.gsmarena.com/nokia_130_dual_sim-6571.php,Nokia
1495,130,http://www.gsmarena.com/nokia_130-6570.php,Nokia
1496,Lumia 530 Dual SIM,http://www.gsmarena.com/nokia_lumia_530_dual_sim-6524.php,Nokia
1497,Lumia 530,http://www.gsmarena.com/nokia_lumia_530-6523.php,Nokia
1498,X2 Dual SIM,http://www.gsmarena.com/nokia_x2_dual_sim-6383.php,Nokia
1499,225,http://www.gsmarena.com/nokia_225-6288.php,Nokia
1500,225 Dual SIM,http://www.gsmarena.com/nokia_225_dual_sim-6287.php,Nokia
1501,Lumia 930,http://www.gsmarena.com/nokia_lumia_930-6227.php,Nokia
1502,Lumia 635,http://www.gsmarena.com/nokia_lumia_635-6254.php,Nokia
1503,Lumia 630 Dual SIM,http://www.gsmarena.com/nokia_lumia_630_dual_sim-6255.php,Nokia
1504,Lumia 630,http://www.gsmarena.com/nokia_lumia_630-6232.php,Nokia
1505,XL,http://www.gsmarena.com/nokia_xl-6148.php,Nokia
1506,X+,http://www.gsmarena.com/nokia_x+-6147.php,Nokia
1507,X,http://www.gsmarena.com/nokia_x-6067.php,Nokia
1508,Asha 230,http://www.gsmarena.com/nokia_asha_230-6149.php,Nokia
1509,220,http://www.gsmarena.com/nokia_220-6150.php,Nokia
1510,Lumia Icon,http://www.gsmarena.com/nokia_lumia_icon-5833.php,Nokia
1511,Lumia 525,http://www.gsmarena.com/nokia_lumia_525-5869.php,Nokia
1512,Lumia 1520,http://www.gsmarena.com/nokia_lumia_1520-5760.php,Nokia
1513,Lumia 1320,http://www.gsmarena.com/nokia_lumia_1320-5791.php,Nokia
1514,Lumia 2520,http://www.gsmarena.com/nokia_lumia_2520-5702.php,Nokia
1515,Asha 503 Dual SIM,http://www.gsmarena.com/nokia_asha_503_dual_sim-5796.php,Nokia
1516,Asha 503,http://www.gsmarena.com/nokia_asha_503-5794.php,Nokia
1517,Asha 502 Dual SIM,http://www.gsmarena.com/nokia_asha_502_dual_sim-5795.php,Nokia
1518,Asha 500 Dual SIM,http://www.gsmarena.com/nokia_asha_500_dual_sim-5793.php,Nokia
1519,Asha 500,http://www.gsmarena.com/nokia_asha_500-5792.php,Nokia
1520,108 Dual SIM,http://www.gsmarena.com/nokia_108_dual_sim-5703.php,Nokia
1521,515,http://www.gsmarena.com/nokia_515-5663.php,Nokia
1522,107 Dual SIM,http://www.gsmarena.com/nokia_107_dual_sim-5636.php,Nokia
1523,106,http://www.gsmarena.com/nokia_106-5635.php,Nokia
1524,Lumia 625,http://www.gsmarena.com/nokia_lumia_625-5438.php,Nokia
1525,Lumia 1020,http://www.gsmarena.com/nokia_lumia_1020-5506.php,Nokia
1526,208,http://www.gsmarena.com/nokia_208-5560.php,Nokia
1527,Xperia XZ2 Premium,http://www.gsmarena.com/sony_xperia_xz2_premium-9166.php,Sony
1528,Xperia XZ2,http://www.gsmarena.com/sony_xperia_xz2-9081.php,Sony
1529,Xperia XZ2 Compact,http://www.gsmarena.com/sony_xperia_xz2_compact-9082.php,Sony
1530,Xperia XA2 Ultra,http://www.gsmarena.com/sony_xperia_xa2_ultra-8985.php,Sony
1531,Xperia XA2,http://www.gsmarena.com/sony_xperia_xa2-8986.php,Sony
1532,Xperia L2,http://www.gsmarena.com/sony_xperia_l2-8987.php,Sony
1533,Xperia R1 (Plus),http://www.gsmarena.com/sony_xperia_r1_(plus)-8922.php,Sony
1534,Xperia XZ1,http://www.gsmarena.com/sony_xperia_xz1-8804.php,Sony
1535,Xperia XA1 Plus,http://www.gsmarena.com/sony_xperia_xa1_plus-8840.php,Sony
1536,Xperia XZ1 Compact,http://www.gsmarena.com/sony_xperia_xz1_compact-8610.php,Sony
1537,Xperia L1,http://www.gsmarena.com/sony_xperia_l1-8619.php,Sony
1538,Xperia XZs,http://www.gsmarena.com/sony_xperia_xzs-8599.php,Sony
1539,Xperia XZ Premium,http://www.gsmarena.com/sony_xperia_xz_premium-8593.php,Sony
1540,Xperia XA1 Ultra,http://www.gsmarena.com/sony_xperia_xa1_ultra-8595.php,Sony
1541,Xperia XA1,http://www.gsmarena.com/sony_xperia_xa1-8596.php,Sony
1542,Xperia X Compact,http://www.gsmarena.com/sony_xperia_x_compact-8292.php,Sony
1543,Xperia XZ,http://www.gsmarena.com/sony_xperia_xz-8313.php,Sony
1544,Xperia E5,http://www.gsmarena.com/sony_xperia_e5-8113.php,Sony
1545,Xperia XA Ultra,http://www.gsmarena.com/sony_xperia_xa_ultra-8102.php,Sony
1546,Xperia X Performance,http://www.gsmarena.com/sony_xperia_x_performance-7949.php,Sony
1547,Xperia X,http://www.gsmarena.com/sony_xperia_x-7948.php,Sony
1548,Xperia XA Dual,http://www.gsmarena.com/sony_xperia_xa_dual-7957.php,Sony
1549,Xperia XA,http://www.gsmarena.com/sony_xperia_xa-7950.php,Sony
1550,Xperia Z5 Premium Dual,http://www.gsmarena.com/sony_xperia_z5_premium_dual-7538.php,Sony
1551,Xperia Z5 Premium,http://www.gsmarena.com/sony_xperia_z5_premium-7536.php,Sony
1552,Xperia Z5 Dual,http://www.gsmarena.com/sony_xperia_z5_dual-7537.php,Sony
1553,Xperia Z5,http://www.gsmarena.com/sony_xperia_z5-7534.php,Sony
1554,Xperia Z5 Compact,http://www.gsmarena.com/sony_xperia_z5_compact-7535.php,Sony
1555,Xperia M5 Dual,http://www.gsmarena.com/sony_xperia_m5_dual-7465.php,Sony
1556,Xperia M5,http://www.gsmarena.com/sony_xperia_m5-7464.php,Sony
1557,Q7,http://www.gsmarena.com/lg_q7-9206.php,LG
1558,G7 ThinQ,http://www.gsmarena.com/lg_g7_thinq-9115.php,LG
1559,V30S ThinQ,http://www.gsmarena.com/lg_v30s_thinq-9090.php,LG
1560,Zone 4,http://www.gsmarena.com/lg_zone_4-9122.php,LG
1561,K30,http://www.gsmarena.com/lg_k30-9190.php,LG
1562,K10 (2018),http://www.gsmarena.com/lg_k10_(2018)-9074.php,LG
1563,K8 (2018),http://www.gsmarena.com/lg_k8_(2018)-9073.php,LG
1564,Aristo 2,http://www.gsmarena.com/lg_aristo_2-9047.php,LG
1565,X4+,http://www.gsmarena.com/lg_x4+-9006.php,LG
1566,V30,http://www.gsmarena.com/lg_v30-8712.php,LG
1567,Q8,http://www.gsmarena.com/lg_q8-8781.php,LG
1568,Q6,http://www.gsmarena.com/lg_q6-8756.php,LG
1569,G Pad IV 8.0 FHD,http://www.gsmarena.com/lg_g_pad_iv_8_0_fhd-8780.php,LG
1570,X venture,http://www.gsmarena.com/lg_x_venture-8696.php,LG
1571,G6,http://www.gsmarena.com/lg_g6-8466.php,LG
1572,X power2,http://www.gsmarena.com/lg_x_power2-8584.php,LG
1573,Watch Sport,http://www.gsmarena.com/lg_watch_sport-8552.php,LG
1574,Watch Style,http://www.gsmarena.com/lg_watch_style-8551.php,LG
1575,Stylo 3 Plus,http://www.gsmarena.com/lg_stylo_3_plus-8694.php,LG
1576,Stylus 3,http://www.gsmarena.com/lg_stylus_3-8492.php,LG
1577,Harmony,http://www.gsmarena.com/lg_harmony-8679.php,LG
1578,K20 plus,http://www.gsmarena.com/lg_k20_plus-8678.php,LG
1579,K10 (2017),http://www.gsmarena.com/lg_k10_(2017)-8491.php,LG
1580,K8 (2017),http://www.gsmarena.com/lg_k8_(2017)-8490.php,LG
1581,K7 (2017),http://www.gsmarena.com/lg_k7_(2017)-8817.php,LG
1582,K4 (2017),http://www.gsmarena.com/lg_k4_(2017)-8489.php,LG
1583,K3 (2017),http://www.gsmarena.com/lg_k3_(2017)-8488.php,LG
1584,G Pad III 10.1 FHD,http://www.gsmarena.com/lg_g_pad_iii_10_1_fhd-8484.php,LG
1585,U,http://www.gsmarena.com/lg_u-8403.php,LG
1586,V20,http://www.gsmarena.com/lg_v20-8238.php,LG
1587,X Skin,http://www.gsmarena.com/lg_x_skin-8184.php,LG
1588,X5,http://www.gsmarena.com/lg_x5-8183.php,LG
1589,X max,http://www.gsmarena.com/lg_x_max-8159.php,LG
1590,X mach,http://www.gsmarena.com/lg_x_mach-8158.php,LG
1591,G Pad III 8.0 FHD,http://www.gsmarena.com/lg_g_pad_iii_8_0_fhd-8463.php,LG
1592,G Pad X 8.0,http://www.gsmarena.com/lg_g_pad_x_8_0-8081.php,LG
1593,X power,http://www.gsmarena.com/lg_x_power-8133.php,LG
1594,X style,http://www.gsmarena.com/lg_x_style-8132.php,LG
1595,Stylus 2 Plus,http://www.gsmarena.com/lg_stylus_2_plus-8079.php,LG
1596,Stylo 2,http://www.gsmarena.com/lg_stylo_2-8085.php,LG
1597,K5,http://www.gsmarena.com/lg_k5-7980.php,LG
1598,K3,http://www.gsmarena.com/lg_k3-8269.php,LG
1599,G5 SE,http://www.gsmarena.com/lg_g5_se-8056.php,LG
1600,G5,http://www.gsmarena.com/lg_g5-7815.php,LG
1601,X cam,http://www.gsmarena.com/lg_x_cam-7977.php,LG
1602,X screen,http://www.gsmarena.com/lg_x_screen-7976.php,LG
1603,K8,http://www.gsmarena.com/lg_k8-7927.php,LG
1604,Stylus 2,http://www.gsmarena.com/lg_stylus_2-7926.php,LG
1605,K10,http://www.gsmarena.com/lg_k10-7849.php,LG
1606,K7,http://www.gsmarena.com/lg_k7-7848.php,LG
1607,K4,http://www.gsmarena.com/lg_k4-7883.php,LG
1608,G Pad II 8.3 LTE,http://www.gsmarena.com/lg_g_pad_ii_8_3_lte-7828.php,LG
1609,Ray,http://www.gsmarena.com/lg_ray-7773.php,LG
1610,G Vista 2,http://www.gsmarena.com/lg_g_vista_2-7675.php,LG
1611,G Watch R W110,http://www.gsmarena.com/lg_g_watch_r_w110-7681.php,LG
1612,Watch Urbane W150,http://www.gsmarena.com/lg_watch_urbane_w150-7680.php,LG
1613,Watch Urbane 2nd Edition LTE,http://www.gsmarena.com/lg_watch_urbane_2nd_edition_lte-7607.php,LG
1614,V10,http://www.gsmarena.com/lg_v10-7606.php,LG
1615,Nexus 5X,http://www.gsmarena.com/lg_nexus_5x-7556.php,LG
1616,Zero,http://www.gsmarena.com/lg_zero-7575.php,LG
1617,U12+,http://www.gsmarena.com/htc_u12+-9119.php,HTC
1618,Desire 12+,http://www.gsmarena.com/htc_desire_12+-9102.php,HTC
1619,Desire 12,http://www.gsmarena.com/htc_desire_12-9071.php,HTC
1620,U11 Eyes,http://www.gsmarena.com/htc_u11_eyes-8990.php,HTC
1621,U11+,http://www.gsmarena.com/htc_u11+-8908.php,HTC
